Name,URL,Image_URL,Indirect:,Episode count:,Born:,Last appears,Cellmate(s):,Eye color,Sex,Original Identity,Occupation,Death reason:,Shows,Cellmate(s),First appears:,Prison,Age,Sex:,First Appearance,Alias(es):,Family,Cause of death,Season(s):,Portrayed by,Affiliations,Last Appearance,Last appears:,Species:,Kills:,First appears,Death,Sentence,Status,Affiliations:,Prison:,Actor,Created by:,Portrayed by:,Status:,Hair color,Other names,Crime(s),Died:
Sofía Lugo,https://prisonbreak.fandom.com/wiki/Sof%C3%ADa_Lugo,https://static.wikia.nocookie.net/prisonbreak/images/a/aa/Sofia.jpg/revision/latest/scale-to-width-down/268?cb=20070926140046,,,,Killing Your Number,,Brown,Female,,,,,,,,,,,,James Whistler (ex boyfriend) Lincoln Burrows (ex boyfriend),,,Danay Garcia Iris Artajo [ 1 ] (Deutch),,,,,,Orientación,,,Alive,,,,,,,Dark Brown,,,
Solomon Okela,https://prisonbreak.fandom.com/wiki/Solomon_Okela,https://static.wikia.nocookie.net/prisonbreak/images/d/d3/PrisonBreakS04E22HDTVXviD-LOLavi087.jpg/revision/latest/scale-to-width-down/268?cb=20100424135653,,,,,,,,,,,,,Killing Your Number,,,Male,,,,,4,,,,Killing Your Number,,,,,,,Anti-Company movement,,,,Tony Armatrading,Alive,,,,
Sona Inmate without a shirt,https://prisonbreak.fandom.com/wiki/Sona_Inmate_without_a_shirt,https://static.wikia.nocookie.net/prisonbreak/images/4/43/Wyatt.jpg/revision/latest/scale-to-width-down/268?cb=20070926142422,,11,,,,,,,,,,,Sona,,,Male,,,,,"2 , 3",,,,Dirt Nap,,,,,,,Wyatt Lechero Michael Lechero's gang,,,,( unknown actor ),Unknown,,,,
Sophia Lugo's mother,https://prisonbreak.fandom.com/wiki/Sophia_Lugo%27s_mother,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starla Roland,https://prisonbreak.fandom.com/wiki/Starla_Roland,https://static.wikia.nocookie.net/prisonbreak/images/1/10/Starlaroland.jpg/revision/latest/scale-to-width-down/268?cb=20110506133105,,1,,,,,,,,,,,Fun with Chemistry,,,Female,,,,,1,,,,Fun with Chemistry,,,,,,,Marlon O'Connell,,,Nick Santora Matt Olmstead,Scout Taylor-Compton ( unknown actor ),Alive,,,,
Stroker,https://prisonbreak.fandom.com/wiki/Stroker,https://static.wikia.nocookie.net/prisonbreak/images/d/db/Stroker.png/revision/latest/scale-to-width-down/268?cb=20111108184244,,2,,,,,,,,Shot by CPD sniper,,,"Riots, Drills and the Devil, Part 1",,,Male,,,,,1,,,,"Riots, Drills and the Devil, Part 2",,,,,,,,Fox River,,Nick Santora,Kwame Amoaku,Deceased,,,,"2005 , Fox River"
Stroker (Pobeg),https://prisonbreak.fandom.com/wiki/Stroker_(Pobeg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stroker (The Conspiracy),https://prisonbreak.fandom.com/wiki/Stroker_(The_Conspiracy),https://static.wikia.nocookie.net/prisonbreak/images/4/48/The_Conspiracy_1.PNG/revision/latest/scale-to-width-down/268?cb=20110307043459,,,,Prison Break - The Conspiracy (Game),,,,,,,,,,Fox River,,,,,,,,Unknown voice actor (English),,,,,,Prison Break - The Conspiracy (Game),,(Unknown),Alive,,,,,,,,,"(Crimes in prison, unknown) Starting with the Big Riot",
Stuart Tuxhorn,https://prisonbreak.fandom.com/wiki/Stuart_Tuxhorn,https://static.wikia.nocookie.net/prisonbreak/images/c/c9/Stuart_Tuxhorn.jpg/revision/latest/scale-to-width-down/268?cb=20080924062040,,,,VS.,,,,,,,,,,,50’s,,,,,Neck snapped by Ralph Becker,,Steve Tom,,,,,,Scylla,2005,,Deceased,,,,,,,White,,,
Sue Tamaraek,https://prisonbreak.fandom.com/wiki/Sue_Tamaraek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sue Wilderuit,https://prisonbreak.fandom.com/wiki/Sue_Wilderuit,https://static.wikia.nocookie.net/prisonbreak/images/6/61/Female.jpg/revision/latest?cb=20100501200110,,,,The Key,,,,,,,,,,,,,,,,,,,,,,,,The Key,,,Alive,,,,,,,,,,
Summerville,https://prisonbreak.fandom.com/wiki/Summerville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surgeon,https://prisonbreak.fandom.com/wiki/Surgeon,https://static.wikia.nocookie.net/prisonbreak/images/0/03/Surgeon.jpg/revision/latest/scale-to-width-down/268?cb=20110317102130,,1,,,,,,,,,,,Going Under,,,Male,,,,,4,,,,Going Under,,,,,,,,,,Karyn Usher,Kelvin Han Yee,Alive,,,,
Susan Hollander,https://prisonbreak.fandom.com/wiki/Susan_Hollander,https://static.wikia.nocookie.net/prisonbreak/images/d/d9/SusanHollander.jpg/revision/latest/scale-to-width-down/268?cb=20110507194013,,,,,,,,,,,,,Brother's Keeper,,,Female,,,,,"PB: 1 , 2 BK: 1",,,,The Bag Man (Mentioned only),,,,,,,,,,,K.K. Dodds,Alive,,,,
Susan Hollander (Pobeg),https://prisonbreak.fandom.com/wiki/Susan_Hollander_(Pobeg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Svetlana Dunaeva,https://prisonbreak.fandom.com/wiki/Svetlana_Dunaeva,https://static.wikia.nocookie.net/prisonbreak/images/7/72/Pobeg_Ekaterina_Klimova_sm.jpg/revision/latest/scale-to-width-down/268?cb=20110212113435,,,,,,,,,,,,,,,,,,,,,,Katya Klimova,,,,,,,,,Alive,,,,,,,,,,
Sweatsuit (Pilot),https://prisonbreak.fandom.com/wiki/Sweatsuit_(Pilot),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syd,https://prisonbreak.fandom.com/wiki/Syd,https://static.wikia.nocookie.net/prisonbreak/images/f/ff/Syd.jpg/revision/latest?cb=20070919145454,,,,Manhunt,,,,,,,,,,,,,,,,,,Laura Wade,,,,,,Pilot,,,Alive,,,,,,,,,,
Syd (Pobeg),https://prisonbreak.fandom.com/wiki/Syd_(Pobeg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sylvia Abruzzi,https://prisonbreak.fandom.com/wiki/Sylvia_Abruzzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Abromsky,https://prisonbreak.fandom.com/wiki/T._Abromsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tangrin,https://prisonbreak.fandom.com/wiki/Tangrin,https://static.wikia.nocookie.net/prisonbreak/images/b/b3/Screen_image_133114.jpg/revision/latest/scale-to-width-down/268?cb=20120608221525,,,,End of the Tunnel,,,,,,,,,,,,,,,,,,Jacqueline Williams,,,,,,The Old Head,,,Alive,,,,,,,,,,
Tech,https://prisonbreak.fandom.com/wiki/Tech,https://static.wikia.nocookie.net/prisonbreak/images/7/73/PrisonBreakS04E18HDTVXviD-LOLavi096.jpg/revision/latest/scale-to-width-down/268?cb=20110228152232,,,,Versus,,,,,,,,,,,,,,,,,,George LePorte,,,,,,Versus,,,Alive,,,,,,,,,,
Teddy (Off the Beaten Path),https://prisonbreak.fandom.com/wiki/Teddy_(Off_the_Beaten_Path),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teets,https://prisonbreak.fandom.com/wiki/Teets,https://static.wikia.nocookie.net/prisonbreak/images/4/40/Prison-break-the-conspiracy-xbox-360-188.jpg/revision/latest/scale-to-width-down/268?cb=20100418140727,,,,Prison Break - The Conspiracy (Game),,,,,,,,,,Fox River,,,,,,,,Unknown voice actor (English) Unknown voice actor (Deutch),,,,,,Prison Break - The Conspiracy (Game),,,Deceased,,,,,,,,,,
Terrence Steadman,https://prisonbreak.fandom.com/wiki/Terrence_Steadman,https://static.wikia.nocookie.net/prisonbreak/images/7/7f/Pb_steadman.jpg/revision/latest/scale-to-width-down/268?cb=20070107214955,,5,,,,,,,,Suicide via gunshot to the head.,,,Brother's Keeper,,,Male,,Luc Tkachuk [ 1 ],,,"1 , 2 , 4",,,,The Message,,,,,,,,,,Paul Scheuring,John Billingsley (Season 1) * Jeff Perry (Season 2) * ( unknown actor ) [ 2 ],Deceased,,,,"June, 2005"
Terrence Steadman's decoy body,https://prisonbreak.fandom.com/wiki/Terrence_Steadman%27s_decoy_body,https://static.wikia.nocookie.net/prisonbreak/images/d/d2/Pb_steadman_decoy.jpg/revision/latest/scale-to-width-down/268?cb=20070107215136,,1,,,,,,,,Killed by Paul Kellerman,,,Brother's Keeper,,,Male,,,,,1,,,,Brother's Keeper,,,,,,,,,,Zack Estrin,David Lively,Deceased,,,,2002
Terrence Steadman (Pobeg),https://prisonbreak.fandom.com/wiki/Terrence_Steadman_(Pobeg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terry Miller (female),https://prisonbreak.fandom.com/wiki/Terry_Miller_(female),https://static.wikia.nocookie.net/prisonbreak/images/8/8e/Terry-erika-shea-outside-house.jpg/revision/latest/scale-to-width-down/268?cb=20110426191559,,1,,,,,,,,,,,Steaks,,,Female,,,,,1,,,,Steaks,,,,,,,,,,,Joanna Swan,Alive,,,,
Terry Miller (male),https://prisonbreak.fandom.com/wiki/Terry_Miller_(male),,,,,Steaks,,,,,,,,,,,,,,,,,,( unknown actor ),,,,,,Steaks,,,Alive,,,,,,,,,,
The Good Samaritan,https://prisonbreak.fandom.com/wiki/The_Good_Samaritan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Good Samaritan's son,https://prisonbreak.fandom.com/wiki/The_Good_Samaritan%27s_son,https://static.wikia.nocookie.net/prisonbreak/images/5/59/Bag_Man_8.PNG/revision/latest/scale-to-width-down/268?cb=20110429235839,,,,,,,,,,,,,The Bag Man,,,Male,,,,,1,,,,The Bag Man,,,,,,,,,,,( unknown actor ),Alive,,,,
The driver's guard,https://prisonbreak.fandom.com/wiki/The_driver%27s_guard,https://static.wikia.nocookie.net/prisonbreak/images/0/00/Bag_Man_2.PNG/revision/latest/scale-to-width-down/268?cb=20110429233923,,,,,,,,,,Shot by Theodore Bagwell,,,The Bag Man,,,Male,,,,,1,,,,The Bag Man,,,,,,,,,,Nick Santora Matt Olmstead,( unknown actor ),Deceased,,,,2010 or 2011
"Theodore ""T-Bag"" Bagwell",https://prisonbreak.fandom.com/wiki/Theodore_%22T-Bag%22_Bagwell,https://static.wikia.nocookie.net/prisonbreak/images/9/95/Theodore_Bagwell_Season_4.JPG/revision/latest/scale-to-width-down/268?cb=20120901140341,,,,Behind The Eyes (Prison Break) The Bag Man ( Breakout Kings ),,,,,,,,"Jason_""Maytag""_Buchanan Seth Hoffner Jacob Anton Ness",,Fox River,,,,,Mr. Bagwell (father and uncle) Audrey Bagwell (mother and aunt) David Martin † (son),,,Robert Knepper Michael Gohlke (child T-Bag),,,,,,Allen,,,Imprisoned,,,,,,,,T-Bag Teddy Teddybear Clyde May Sam Webster Erik Stammel Dr. Marvin Gudat Teodoro Cole Pfeiffer Charles Patoshik Brett Benson Henry Pope,"First Degree Murder, Kidnapping and Rape of Children, Escaping Prison and Alluding The Authorities",
"Theodore ""T-Bag"" Bagwell (The Conspiracy)",https://prisonbreak.fandom.com/wiki/Theodore_%22T-Bag%22_Bagwell_(The_Conspiracy),https://static.wikia.nocookie.net/prisonbreak/images/9/95/Ther.jpg/revision/latest/scale-to-width-down/268?cb=20100527150021,5,,,,,,,,,,,,Chapter 1,,,Male,,T-Bag (In Fox River),,,Prison Break: The Conspiracy,,,,Chapter 9,,6,,,,,,Fox River,,,Robert Knepper (English),Alive,,,,
Theresa Delgado,https://prisonbreak.fandom.com/wiki/Theresa_Delgado,https://static.wikia.nocookie.net/prisonbreak/images/6/64/Normal_ep205_169jm.jpg/revision/latest/scale-to-width-down/268?cb=20090423134713,,,,4x1,,,,,,,,,,,,,,,,,,Rachel Loera,,,,,,2x5,,,Alive,,,,,,,,,,
Theresa Zancanelli,https://prisonbreak.fandom.com/wiki/Theresa_Zancanelli,https://static.wikia.nocookie.net/prisonbreak/images/e/e2/Queen_of_Hearts_4.PNG/revision/latest/scale-to-width-down/268?cb=20110506130504,,3,,,,,,,,,,,Queen of Hearts,,,Female,,Teresa,,,1,,,,Served Cold,,,,,,,,,,,Zöe Belkin,Alive,,,,
Tia Hayden,https://prisonbreak.fandom.com/wiki/Tia_Hayden,https://static.wikia.nocookie.net/prisonbreak/images/9/93/PrisonBreakS04E16HDTVXviD-LOLavi024.jpg/revision/latest/scale-to-width-down/268?cb=20100424143337,,,,The Sunshine State,,,,,,,,,,,,,,,,,,Crystal Allen,,,,,,The Sunshine State,,,Alive,,,,,,,,,,
Tim Giles,https://prisonbreak.fandom.com/wiki/Tim_Giles,https://static.wikia.nocookie.net/prisonbreak/images/3/3a/Tim_Giles.png/revision/latest/scale-to-width-down/268?cb=20101113200228,,,,Allen,,,,,,,,,,,,,,,,,,Keed Diamond,,,,,,Allen,,,Alive,,,,,,,,,,
Tina O'Sullivan,https://prisonbreak.fandom.com/wiki/Tina_O%27Sullivan,https://static.wikia.nocookie.net/prisonbreak/images/2/24/Normal_ep201_066.jpg/revision/latest/scale-to-width-down/268?cb=20110501202328,,,,,,,,,,,,,Manhunt,,,Female,,,,,2,,,,Manhunt,,,,,,,,,,,( unknown actor ),Alive,,,,
Todd Wheatley,https://prisonbreak.fandom.com/wiki/Todd_Wheatley,https://static.wikia.nocookie.net/prisonbreak/images/d/d6/PrisonBreakS04E23HDTVXviD-BiAavi007.jpg/revision/latest/scale-to-width-down/268?cb=20100424135525,,,,,,,,,,,,,,,,,,,,,,Chris Bruno,,,,,,The Old Ball and Chain,,,Alive,,,,,,,,,,
Tom (Shut Down),https://prisonbreak.fandom.com/wiki/Tom_(Shut_Down),https://static.wikia.nocookie.net/prisonbreak/images/8/89/Normal_403-388.jpg/revision/latest/scale-to-width-down/268?cb=20100408174406,,,,Shut Down,,,,,,,,,,,,,,,,,,,,,,,,Shut Down,,,Alive,,,,,,,,,,
Tom Paxton's daughter,https://prisonbreak.fandom.com/wiki/Tom_Paxton%27s_daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Paxton's ex-girlfriend,https://prisonbreak.fandom.com/wiki/Tom_Paxton%27s_ex-girlfriend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Paxton's father,https://prisonbreak.fandom.com/wiki/Tom_Paxton%27s_father,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Paxton's mother,https://prisonbreak.fandom.com/wiki/Tom_Paxton%27s_mother,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tommy,https://prisonbreak.fandom.com/wiki/Tommy,,,,,,,,Male,,Inmate,,,,,,,,,,,,,Drake Rodger,,,,,,,,,Alive,,,,,,,,,,
Tommy Day,https://prisonbreak.fandom.com/wiki/Tommy_Day,,,,,Bang and Burn,,,,,,,,,,,,,,,,,,Jeff Fenter,,,,,,Bang and Burn,,,Alive,,,,,,,,,,
Tonya Willis,https://prisonbreak.fandom.com/wiki/Tonya_Willis,https://static.wikia.nocookie.net/prisonbreak/images/9/97/Tve2262-20050828-1579.gif/revision/latest/scale-to-width-down/268?cb=20090407210610,,,,1x1,,,,,,,,,,,,,,,,,,Cheryl Lynn Bruce,,,,,,1x1,,,Alive,,,,,,,,,,
Transport Guard,https://prisonbreak.fandom.com/wiki/Transport_Guard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Travis Muncey,https://prisonbreak.fandom.com/wiki/Travis_Muncey,https://static.wikia.nocookie.net/prisonbreak/images/1/17/Travismuncey.jpg/revision/latest/scale-to-width-down/268?cb=20120319170839,,1,,,,,,,,,,,Double Down,,,Male,,,,,2,,,,Double Down,,,,,,,,,,,Nicholas D’Agosto,Alive,,,,
Trey Morgan,https://prisonbreak.fandom.com/wiki/Trey_Morgan,https://static.wikia.nocookie.net/prisonbreak/images/8/8b/Trey.jpg/revision/latest/scale-to-width-down/268?cb=20100403102821,,,,2x14,,,,,,,,,,,,,,,,,,Andra Fuller,,,,,,2x9,,,Alive,,,,,,,,,,
Tricia,https://prisonbreak.fandom.com/wiki/Tricia,https://static.wikia.nocookie.net/prisonbreak/images/8/8c/Tricia.png/revision/latest/scale-to-width-down/268?cb=20170514100826,,1,,,,,,,,,,,Phaecia,,,Female,,,,,5,,,,,,,,,,,,,,,Tasya Teles,Alive,,,,
Trucker,https://prisonbreak.fandom.com/wiki/Trucker,https://static.wikia.nocookie.net/prisonbreak/images/3/30/Trucker.jpg/revision/latest/scale-to-width-down/268?cb=20110227192142,,,,The Mother Lode,,,,,,,,,,,,,,,,,,David Parker,,,,,,The Mother Lode,,,Deceased,,,,,,,,,,
Trumpets,https://prisonbreak.fandom.com/wiki/Trumpets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trumpets (The Conspiracy),https://prisonbreak.fandom.com/wiki/Trumpets_(The_Conspiracy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsili,https://prisonbreak.fandom.com/wiki/Tsili,https://static.wikia.nocookie.net/prisonbreak/images/d/d0/Prson_brk_107.jpg/revision/latest/scale-to-width-down/267?cb=20110514013403,,,,Pilot,,,,,,,,,,,,,,,,,,Jeff Parker,,,,,,Pilot,,,Alive,,,,,,,,,supplying and dealing cannabis,
Tuggle,https://prisonbreak.fandom.com/wiki/Tuggle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turk,https://prisonbreak.fandom.com/wiki/Turk,https://static.wikia.nocookie.net/prisonbreak/images/2/28/Turk2.webp/revision/latest/scale-to-width-down/268?cb=20250723111143,,,,"Riots, Drills and the Devil, Part 2",,,,,,,,,,Fox River,,,,,,,,John Turk,,,,,,"Riots, Drills and the Devil, Part 1",,(Unknown),Deceased,,,,,,,,,(Crimes in prison; unknown),
Turk (Pobeg),https://prisonbreak.fandom.com/wiki/Turk_(Pobeg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turk (The Conspiracy),https://prisonbreak.fandom.com/wiki/Turk_(The_Conspiracy),https://static.wikia.nocookie.net/prisonbreak/images/1/10/143766515.jpg/revision/latest/scale-to-width-down/268?cb=20101028161638,,,,Prison Break - The Conspiracy (Game),,,,,,,,,,Fox River,,,,,,,,,,,,,,Prison Break - The Conspiracy (Game),,,Deceased,,,,,,,,,,
Turner,https://prisonbreak.fandom.com/wiki/Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unidentified Attica Guard,https://prisonbreak.fandom.com/wiki/Unidentified_Attica_Guard,https://static.wikia.nocookie.net/prisonbreak/images/b/b2/Odd_Man_Out_1.PNG/revision/latest/scale-to-width-down/268?cb=20110523212927,,1,,,,,,,,,,,There are Rules,,,Male,,,,,1,,,,There are Rules,,,,,,,,,,,( unknown actor ),Alive,,,,
Unidentified Black Fox River Inmate (I) (The Conspiracy),https://prisonbreak.fandom.com/wiki/Unidentified_Black_Fox_River_Inmate_(I)_(The_Conspiracy),https://static.wikia.nocookie.net/prisonbreak/images/a/aa/C-NoteJeremiah.jpg/revision/latest/scale-to-width-down/268?cb=20101204153822,,,,,,,,,,,,,,Fox River,,,,,,,,,,,,,,Prison Break - The Conspiracy (Game),,,Alive,,,,,,,,,,
Unidentified Black Fox River Inmate (II) (The Conspiracy),https://prisonbreak.fandom.com/wiki/Unidentified_Black_Fox_River_Inmate_(II)_(The_Conspiracy),https://static.wikia.nocookie.net/prisonbreak/images/f/fb/BlackInmate.jpg/revision/latest/scale-to-width-down/268?cb=20101204154426,,,,,,,,,,,,,,Fox River,,,,,,,,,,,,,,,,,Alive,,,,,,,,,,
Unidentified Doctor (I) (The Conspiracy),https://prisonbreak.fandom.com/wiki/Unidentified_Doctor_(I)_(The_Conspiracy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unidentified Fox River Engineer Inmate,https://prisonbreak.fandom.com/wiki/Unidentified_Fox_River_Engineer_Inmate,https://static.wikia.nocookie.net/prisonbreak/images/6/66/Normal_bscap255.jpg/revision/latest/scale-to-width-down/268?cb=20110306150915,,,,The Key,,,,,,,,,,Fox River,,,,,,,,Wesley Walker [ 1 ],,,,,,Allen,,(Unknown),Alive,,,,,,,,,(Crimes in prison; unknown) Gave T-Bag a knife to kill Michael Scofield,
Unidentified Fox River Inmate,https://prisonbreak.fandom.com/wiki/Unidentified_Fox_River_Inmate,https://static.wikia.nocookie.net/prisonbreak/images/6/64/Unknown_status.jpg/revision/latest/scale-to-width-down/268?cb=20110226225350,,1,,,,,,,,Throat slit by Theodore Bagwell,,,Allen,,,Male,,,,,1,,,,Allen,,,,,,,,Fox River,,,( unknown actor ),Deceased,,,,"2005 , Fox River"
Unidentified Fox River Inmate (5) (The Conspiracy),https://prisonbreak.fandom.com/wiki/Unidentified_Fox_River_Inmate_(5)_(The_Conspiracy),https://static.wikia.nocookie.net/prisonbreak/images/5/5b/The_Conspiracy_7.PNG/revision/latest/scale-to-width-down/268?cb=20110410222615,,1,,,,,,,,,,,Chapter 7,,,Male,,,,,The Conspiracy,,,,Chapter 7,,,,,,,,Fox River,,,( unknown actor ),Alive,,,,
Unidentified Fox River Inmate (6) (The Conspiracy),https://prisonbreak.fandom.com/wiki/Unidentified_Fox_River_Inmate_(6)_(The_Conspiracy),https://static.wikia.nocookie.net/prisonbreak/images/5/5b/The_Conspiracy_7.PNG/revision/latest/scale-to-width-down/268?cb=20110410222615,,1,,,,,,,,,,,Chapter 7,,,Male,,,,,The Conspiracy,,,,Chapter 7,,,,,,,,Fox River,,,( unknown actor ),Alive,,,,
Unidentified Fox River Inmate (I) (The Conspiracy),https://prisonbreak.fandom.com/wiki/Unidentified_Fox_River_Inmate_(I)_(The_Conspiracy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unidentified Fox River Inmate (II),https://prisonbreak.fandom.com/wiki/Unidentified_Fox_River_Inmate_(II),https://static.wikia.nocookie.net/prisonbreak/images/6/67/Fatinmate.jpg/revision/latest/scale-to-width-down/268?cb=20110129120924,,,,"Riots, Drills and the Devil, Part 2",,,,,,,,,,Fox River,,,,,,,,( unknown actor ),,,,,,"Riots, Drills and the Devil, Part 1",,,Alive,,,,,,,,,,
Unidentified Fox River Inmate (II) (The Conspiracy),https://prisonbreak.fandom.com/wiki/Unidentified_Fox_River_Inmate_(II)_(The_Conspiracy),https://static.wikia.nocookie.net/prisonbreak/images/4/43/Vlcsnap-2010-03-21-18h32m28s71.jpg/revision/latest/scale-to-width-down/268?cb=20101113201043,,1,,,,,,,,,,,Chapter 1,,,Male,,,,,The Conspiracy,,,,Chapter 1,,,,,,,,Fox River,,,Unknown voice actor (English),Alive,,,,
Unidentified Fox River Inmate (III),https://prisonbreak.fandom.com/wiki/Unidentified_Fox_River_Inmate_(III),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unidentified Fox River Inmate (III) (The Conspiracy),https://prisonbreak.fandom.com/wiki/Unidentified_Fox_River_Inmate_(III)_(The_Conspiracy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unidentified Fox River Inmate (IV) (The Conspiracy),https://prisonbreak.fandom.com/wiki/Unidentified_Fox_River_Inmate_(IV)_(The_Conspiracy),https://static.wikia.nocookie.net/prisonbreak/images/7/71/The_Conspiracy_9.PNG/revision/latest/scale-to-width-down/268?cb=20110410232402,,,,Prison Break - The Conspiracy (Game),,,,,,,,,,Fox River,,,,,,,,,,,,,,Prison Break - The Conspiracy (Game),,(Unknown),Alive,,,,,,,,,(Crimes in prison; unknown),
Unidentified Fox River Inmate (The Conspiracy),https://prisonbreak.fandom.com/wiki/Unidentified_Fox_River_Inmate_(The_Conspiracy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unidentified Fox River Inmate with knife,https://prisonbreak.fandom.com/wiki/Unidentified_Fox_River_Inmate_with_knife,,,,,Prison Break - The Conspiracy (Game),,,,,,,,,,Fox River,,,,,,,,,,,,,,Prison Break - The Conspiracy (Game),,,Unknown,,,,,,,,,,
Unidentified Fox River Inmate with screw,https://prisonbreak.fandom.com/wiki/Unidentified_Fox_River_Inmate_with_screw,https://static.wikia.nocookie.net/prisonbreak/images/2/29/Maytagstabbed.jpg/revision/latest/scale-to-width-down/268?cb=20110222212243,,2,,,,,,,,,,,Allen,,,Male,,,,,1,,,,Go,,Jason Buchanan,,,,,,,,Nick Santora,David Dino Wells Jr.,Alive,,,,
Unidentified Fox River Inmate with screw (The Conspiracy),https://prisonbreak.fandom.com/wiki/Unidentified_Fox_River_Inmate_with_screw_(The_Conspiracy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unidentified Fox River inmate (I) (The Conspiracy),https://prisonbreak.fandom.com/wiki/Unidentified_Fox_River_inmate_(I)_(The_Conspiracy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unidentified Sona Inmate (10),https://prisonbreak.fandom.com/wiki/Unidentified_Sona_Inmate_(10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unidentified Sona Inmate (11),https://prisonbreak.fandom.com/wiki/Unidentified_Sona_Inmate_(11),https://static.wikia.nocookie.net/prisonbreak/images/b/ba/Prison-break134.jpg/revision/latest/scale-to-width-down/268?cb=20101224211737,,3,,,,,,,,,,,Orientación,,,Male,,,,,3,,,,Call Waiting,,,,,,,Lechero's gang,Sona,,,( unknown actor ),Unknown,,,,
Unidentified Sona Inmate (4),https://prisonbreak.fandom.com/wiki/Unidentified_Sona_Inmate_(4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unidentified Sona Inmate (5),https://prisonbreak.fandom.com/wiki/Unidentified_Sona_Inmate_(5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unidentified Sona Inmate (6),https://prisonbreak.fandom.com/wiki/Unidentified_Sona_Inmate_(6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unidentified Sona Inmate (7),https://prisonbreak.fandom.com/wiki/Unidentified_Sona_Inmate_(7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unidentified Sona Inmate (8),https://prisonbreak.fandom.com/wiki/Unidentified_Sona_Inmate_(8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unidentified Sona Inmate (9),https://prisonbreak.fandom.com/wiki/Unidentified_Sona_Inmate_(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unidentified Sona Inmate (I),https://prisonbreak.fandom.com/wiki/Unidentified_Sona_Inmate_(I),https://static.wikia.nocookie.net/prisonbreak/images/5/5d/Normal_222-720.jpg/revision/latest/scale-to-width-down/268?cb=20101104072137,,1,,,,,,,,,,,Sona,,,Male,,,,,1,,,,Sona,,,,,,,,Sona,,,( unknown actor ),Unknown,,,,
Unidentified Sona Inmate (II),https://prisonbreak.fandom.com/wiki/Unidentified_Sona_Inmate_(II),https://static.wikia.nocookie.net/prisonbreak/images/8/83/Sonainmate.jpg/revision/latest/scale-to-width-down/268?cb=20110712143506,,1,,,,,,,,Neck broken by Alexander Mahone,,,Dirt Nap,,,Male,,,,,3,,,,Dirt Nap,,,,,,,,,,,( unknown actor ),Deceased,,,,"2005 , Sona"
