Name,URL,Image_URL,Enemies,Seen in Series,Family,Ethnicity,Status,Location,Chapter Count,Type,Age,State,Hair Color,Leader(s),Episode Count,Romances,Eye Color,Aliases,Gender,Occupation,Real-world Counterpart/Filming Location,Pets,Actor,Issue/Episode,Merged With,Other Actors,Allies
Lou (TV Series),https://walkingdead.fandom.com/wiki/Lou_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/0/02/Season_four_lou.png/revision/latest?cb=20140226181423,,,Unknown,Caucasian-American,Dead,,,,Mid to Late 40s,,Gray,,,,,,Male,Unknown,,,Scott Dale,,,,
Louis Morales (TV Series),https://walkingdead.fandom.com/wiki/Louis_Morales_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/b/b0/Louis_Morales_S1.png/revision/latest/scale-to-width-down/268?cb=20250627022258,,,Miranda Morales † - Mother Morales † - Father Eliza Morales † - Sister,Latino-American,Dead,,,,9-Jul,,Brown,,3,,Brown,,Male,Pre-Apocalypse Assumed Elementary School Student,,,Noah Lomax,,,,
Louise Bush (TV Series),https://walkingdead.fandom.com/wiki/Louise_Bush_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/6/6c/Season_two_louise_bush.png/revision/latest/scale-to-width-down/267?cb=20131002033441,,,Unknown,Caucasian-American,Dead,,,,Early 30s,,Blonde,,,,,,Female,Pre-Apocalypse Farmer Part-Time Employee at the Carriage Bar,,,Ashley Rae Trisler,,,,
Lucille Smith (TV Universe),https://walkingdead.fandom.com/wiki/Lucille_Smith_(TV_Universe),https://static.wikia.nocookie.net/walkingdead/images/a/a4/Season_ten_lucille.png/revision/latest/scale-to-width-down/268?cb=20210408065947,,,Negan Smith - Husband Mrs. Smith † - Mother-In-Law Mr. Smith † - Father-In-Law,Caucasian-American,Undead,,,,Mid to Late 30s,,"Brown (Graying, Shaved Head)",,1 ( The Walking Dead ) 1 ( Dead City ),,,,Female,Unknown,,,Hilarie Burton Morgan,,,,
Lucy (Alexandria),https://walkingdead.fandom.com/wiki/Lucy_(Alexandria),https://static.wikia.nocookie.net/walkingdead/images/9/9e/Extra2_%28No_Way_Out%29.png/revision/latest?cb=20200107015442,,,Unknown,Caucasian-American,Dead,,,,Mid to Late 20s,,Brown,,,,,,Female,Unknown,,,Unknown,,,,
Lucy (TV Series),https://walkingdead.fandom.com/wiki/Lucy_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/6/65/Season_ten_lucy.png/revision/latest/scale-to-width-down/268?cb=20211017031440,,,Unknown,Caucasian-American,Unknown,,,,Mid 30s,,Black,,,,,,Female,Pre-Apocalypse Janitor,,,Olivia Stambouliah,,,,
Luke (TV Series),https://walkingdead.fandom.com/wiki/Luke_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/1/1c/Season_four_luke.png/revision/latest/scale-to-width-down/268?cb=20220813165557,,,Unknown,Caucasian-American,Dead,,,,8,,Brown,,5,,Brown,,Male,Pre-Apocalypse Elementary School Student,,,Luke Donaldson,,,,
Luke Abrams (TV Series),https://walkingdead.fandom.com/wiki/Luke_Abrams_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/8/89/Season_eleven_luke.png/revision/latest/scale-to-width-down/268?cb=20221107231438,,,Unknown,Caucasian-American,Dead,,,,Late 30s to Early 40s,,Brown,,17,Jules Butler † - Late Girlfriend,,,Male,Pre-Apocalypse Music Teacher Post-Apocalypse Soldier for the Coalition,,,Dan Fogler,,,,
Lydia (TV Universe),https://walkingdead.fandom.com/wiki/Lydia_(TV_Universe),https://static.wikia.nocookie.net/walkingdead/images/b/b1/Season_eleven_lydia.png/revision/latest/scale-to-width-down/268?cb=20221003182853,,,Deborah † - Mother Frank † - Father (Unnamed) † - Maternal Grandfather,Caucasian-American,Alive,,,,"6 ("" Omega "") 9 ("" Dee "") [ 1 ] 10 ("" We Are the End of the World "") 16 ("" Adaptation "") 17 ("" Lines We Cross "") 18 ("" The Rotten Core "") 19 ("" Rest in Peace "")",,Dark Brown,,32 ( The Walking Dead ) 1 ( Tales ),Henry Sutton † - Late Boyfriend Elijah - Boyfriend,,Bug (by her parents),Female,Pre-Apocalypse Elementary School Student Post-Apocalypse Former Student at the Alexandria Safe Zone Former Soldier for the Coalition Courier for the Commonwealth Messenger for the Hilltop Colony,,,Cassady McClincy,,,"Scarlett Blum ("" Omega ""/"" Dee "") Havana Blum ("" We Are the End of the World "")",
Maggie Rhee (TV Universe),https://walkingdead.fandom.com/wiki/Maggie_Rhee_(TV_Universe),https://static.wikia.nocookie.net/walkingdead/images/e/ee/Season_three_maggie_rhee_dc.png/revision/latest/scale-to-width-down/268?cb=20260728041312,,,Josephine Greene † - Mother Hershel Greene † - Father Annette Greene † - Stepmother Glenn Rhee † - Late Husband Hershel Rhee - Son Beth Greene † - Half Sister Shawn Greene † - Stepbrother Arnold Greene † - Cousin (Unnamed) - Sisters-in-Law,Irish-American,Alive,,,,"22 ("" Bloodletting "") 23 ("" Seed "") 24 ("" 30 Days Without An Accident "") 26 ("" A New Beginning "") 33 ("" A Certain Doom "") 35 ("" Rest in Peace "") 39 ("" Old Acquaintances "")",,Brown,,105 ( The Walking Dead ) 16 ( Dead City ),,Green,Mag (by Hershel ) Farmer's Daughter (by Glenn and Merle ) Bo-Peep (by Merle) Margaret (by Gregory and Negan ) Marsha (by Gregory) Natalie (by Gregory) Magnolia (by Molly ) The Widow (by the Saviors ),Female,Pre-Apocalypse Former Student at Cranwall High School College Student Farmhand on the Greene Family Farm Post-Apocalypse Former Supply Runner for the Prison Former Govern Assistant for the Alexandria Safe Zone Former Leader of the Hilltop Colony and the Wardens Former Co-Leader of the Militia and the Coalition Former Community Builder for Georgie 's group Leader of the Bricks Conscript in the New Babylon Army,,(Unnamed) † - Dog,Lauren Cohan,,,Unknown (Young),
Magna's Group (TV Series),https://walkingdead.fandom.com/wiki/Magna%27s_Group_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/a/a4/5C7B35B8-55DA-4A6D-A780-1798CAA9DF7E.jpeg/revision/latest/scale-to-width-down/267?cb=20230913181522,The Whisperers (Formerly),TV Series,,,Disbanded,Hilltop Colony Alexandria Safe Zone (Formerly) Jones Springs (Formerly) Coalport (Formerly),,Survivors,,,,Magna,,,,,,,,,,""" What Comes After "" to "" The Storm """,The Coalition,,None
Magna (TV Series),https://walkingdead.fandom.com/wiki/Magna_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/6/6a/Season_eleven_magna.png/revision/latest/scale-to-width-down/268?cb=20221126220239,,,Yumiko Okumura - Wife [ 1 ] (Unnamed) - Unborn Non-Genetic Child [ 2 ] (Unnamed) - Cousin Tomichi Okumura - Brother-In-Law,Caucasian-American,Alive,,,,Early 30s,,Dark/Light Brown,,30,,,,Female,Pre-Apocalypse Truck Stop Waitress Post-Apocalypse Former Leader of her own group Former Lookout for Coalport Former Soldier for the Coalition Former Guard for the Hilltop Colony Former Server at the Commonwealth,,,Nadia Hilker,,,,
Mancea (TV Series),https://walkingdead.fandom.com/wiki/Mancea_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/6/61/Season_eleven_mancea.png/revision/latest/scale-to-width-down/268?cb=20210927141523,,,Unknown,Romanian-American,Dead,,,,Early to Mid 60s,,Brown (Graying),,4,,,,Male,Pre-Apocalypse Soldier for the U.S. Military Mercenary Post-Apocalypse Priest for the Reapers,,,Dikran Tulaine,,,,
Mara (TV Series),https://walkingdead.fandom.com/wiki/Mara_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/4/4c/Season_eight_mara.png/revision/latest/scale-to-width-down/268?cb=20171101021122,,,Unknown,Caucasian-American,Dead,,,,Mid to Late 20s,,Auburn,,,,,,Female,Post-Apocalypse Lieutenant of the Saviors Acting Captain of the Shephard Office Plaza,,,Lindsey Garrett,,,,
Marco (TV Series),https://walkingdead.fandom.com/wiki/Marco_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/0/0c/Season_eleven_marco.png/revision/latest/scale-to-width-down/268?cb=20220324181341,,,Unknown,Latino-American,Dead,,,,"Late Teens ("" A New Beginning "") Mid 20s ("" Adaptation "")",,Dark Brown,,13,,,,Male,Pre-Apocalypse Student Post-Apocalypse Former Supply Runner for the Hilltop Colony Soldier for the Coalition Former Guard for the Hilltop Colony,,,Gustavo Gomez,,,,
Marcus (TV Series),https://walkingdead.fandom.com/wiki/Marcus_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/2/2a/Season_nine_marcus.png/revision/latest/scale-to-width-down/268?cb=20190319040013,,,Scott - Adoptive Father,African-American,Unknown,,,,12-Oct,,Black,,,,,,Male,Pre-Apocalypse Student,,,Jonathan Billions,,,,
Marcus Colvin (TV Series),https://walkingdead.fandom.com/wiki/Marcus_Colvin_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/d/de/Season_eleven_marcus_colvin.png/revision/latest/scale-to-width-down/268?cb=20221103224352,,,Unknown,African-American,Unknown,,,,Early to Mid 40s,,Black,,2,,,,Male,Post-Apocalypse Lawyer at the Commonwealth,,,Jason Turner,,,,
Marcus Powell (TV Series),https://walkingdead.fandom.com/wiki/Marcus_Powell_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/5/55/Season_eleven_powell.png/revision/latest/scale-to-width-down/268?cb=20210920143435,,,Unknown,Caucasian-American,Dead,,,,Early to Mid 30s,,Dark Brown,,6,,,,Male,Pre-Apocalypse Soldier for the U.S. Military Mercenary,,,Eric LeBlanc,,,,
Margo (TV Series),https://walkingdead.fandom.com/wiki/Margo_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/c/c1/Season_ten_margo.png/revision/latest/scale-to-width-down/267?cb=20250625032638,,,Unknown,Caucasian-American,Dead,,,,Late 30s to Early 40s,,Blonde,,4,,,,Female,Post-Apocalypse Soldier for the Coalition,,,Jerri Tubbs,,,,
Mariam (TV Series),https://walkingdead.fandom.com/wiki/Mariam_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/b/bb/Season_eleven_mariam.png/revision/latest/scale-to-width-down/268?cb=20230322023314,,,Nabila - Mother Jerry - Father Ezra - Brother Aliyah - Sister,African/Samoan-American,Alive,,,,"9-11 months ("" Bounty "") 1 ("" Morning Star "") 2 ("" New Haunts "") 3 ("" Rest in Peace "")",,Brown,,11,,,,Female,,,,Maya & Delaney Timber,,,,
Marian George (TV Series),https://walkingdead.fandom.com/wiki/Marian_George_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/3/3c/Season_eleven_marian_george.png/revision/latest/scale-to-width-down/268?cb=20221031230021,,,Unknown,Caucasian-American,Unknown,,,,Early to Mid 60s,,Gray,,,,,,Female,Post-Apocalypse High Court Judge at the Commonwealth,,,Elizabeth Becka,,,,
Mark (TV Series),https://walkingdead.fandom.com/wiki/Mark_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/f/f8/Season_eight_mark.png/revision/latest/scale-to-width-down/268?cb=20241220014357,,,Unknown,Caucasian-American,Dead,,,,Early to Mid 20s,,Brown,,2,Amber - Girlfriend,,,Male,Post-Apocalypse Former Guard for the Saviors,,,Griffin Freeman,,,,
Martin (Hilltop),https://walkingdead.fandom.com/wiki/Martin_(Hilltop),https://static.wikia.nocookie.net/walkingdead/images/0/07/Season_nine_martin.png/revision/latest?cb=20191214160156,,,Unknown,Caucasian-American,Dead,,,,Mid 30s,,Dark Brown,,,,,,Male,Unknown,,,Josh Ventura,,,,
Martin (TV Series),https://walkingdead.fandom.com/wiki/Martin_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/4/43/Season_five_martin.png/revision/latest/scale-to-width-down/268?cb=20250623002313,,,Unknown,Caucasian-American,Dead,,,,Late 20s,,Black,,4,,,,Male,Unknown,,,Chris Coy,,,,
Martinez's Camp,https://walkingdead.fandom.com/wiki/Martinez%27s_Camp,https://static.wikia.nocookie.net/walkingdead/images/e/eb/Macamp.jpg/revision/latest/scale-to-width-down/268?cb=20131126152735,,TV Series,,,Abandoned (First Camp) Unknown (Second Camp),,,Campsite,,Georgia,,,,,,,,,,,,""" Dead Weight "" to "" Too Far Gone """,,,
Mary (Terminus),https://walkingdead.fandom.com/wiki/Mary_(Terminus),https://static.wikia.nocookie.net/walkingdead/images/5/5e/Season_five_mary.png/revision/latest/scale-to-width-down/268?cb=20220929012628,,,Gareth † - Son Alex † - Son,Caucasian-American,Dead,,,,Mid to Late 50s,,Auburn,,3,,,,Female,Post-Apocalypse Cook for Terminus,,,Denise Crosby,,,,
Mary (Whisperer),https://walkingdead.fandom.com/wiki/Mary_(Whisperer),https://static.wikia.nocookie.net/walkingdead/images/5/55/Season_ten_mary.png/revision/latest/scale-to-width-down/268?cb=20200317210514,,,Alice - Mother John - Father Frances † - Sister Adam Sutton - Nephew,Caucasian-American,Dead,,,,Mid to Late 30s,,Red,,10,,,Gamma (by the Whisperers ),Female,Post-Apocalypse Former Third-in-Command of the Whisperers Spy and Soldier for the Coalition,,,Thora Birch,,,,
Matias (TV Series),https://walkingdead.fandom.com/wiki/Matias_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/3/3f/Season_nine_matias.png/revision/latest/scale-to-width-down/268?cb=20220305080006,,,Unknown,Latino-American,Undead,,,,Mid to Late 20s,,Black,,,,,,Male,Unknown,,,Javier Carrasquillo,,,,
Matthew Shaw (TV Series),https://walkingdead.fandom.com/wiki/Matthew_Shaw_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/8/8d/Season_ten_matthew.png/revision/latest/scale-to-width-down/268?cb=20210726180928,,,(Unnamed) † - Mother Leah Shaw † - Adoptive Mother,Caucasian-American,Dead,,,,8-May,,Brown,,,,,,Male,Pre-Apocalypse Assumed Elementary School Student,,Dog 's Mother † - Dog,Unknown,,,,
Maxxine Porter (TV Series),https://walkingdead.fandom.com/wiki/Maxxine_Porter_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/1/17/Season_eleven_maxxine_porter_%282%29.png/revision/latest/scale-to-width-down/268?cb=20221126214229,,,Stephanie Mercer - Mother Mr. Mercer † - Father Michael Mercer - Brother Eugene Porter - Husband Rosie Porter - Daughter,African-American,Alive,,,,Early 30s,,Black,,16,,,Max Stephanie (fake identity) Blue Weevil (by herself and Eugene ),Female,Post-Apocalypse Former Executive Assistant for Pamela Milton,,,Margot Bingham,,,,
Maya (Alexandria),https://walkingdead.fandom.com/wiki/Maya_(Alexandria),https://static.wikia.nocookie.net/walkingdead/images/b/b7/Woman_1_%28Forget%29.png/revision/latest/scale-to-width-down/268?cb=20191230043912,,,Unknown,African-American,Dead,,,,Mid to Late 30s,,Brown,,,,,,Female,Post-Apocalypse Cook for the Alexandria Safe Zone,,,Maia Moss-Fife,,,,
Maya (Meridian),https://walkingdead.fandom.com/wiki/Maya_(Meridian),https://static.wikia.nocookie.net/walkingdead/images/2/24/Season_ten_maya.png/revision/latest/scale-to-width-down/268?cb=20210301182308,,,Unknown,African-American,Dead,,,,Late 20s to Early 30s,,Black,,,,,,Female,Unknown,,,Brianna Butler,,,,
Mays (TV Series),https://walkingdead.fandom.com/wiki/Mays_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/0/05/Season_ten_mays.png/revision/latest/scale-to-width-down/268?cb=20210308201516,,,( Unnamed ) † - Twin Brother ( Unnamed ) † - Late Sister-in-Law ( Unnamed ) † - Niece,Caucasian-American,Dead,,,,Early 60s,,Brown (Graying),,2,,,,Male,Unknown,,,Robert Patrick,,,,
McCoy (TV Series),https://walkingdead.fandom.com/wiki/McCoy_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/2/27/Linden_County_Deputy_1_%28Days_Gone_Bye%29.png/revision/latest/scale-to-width-down/268?cb=20210812134439,,,Unknown,Irish-American,Unknown,,,,Early to Mid 40s,,Brown,,,,,,Male,Pre-Apocalypse Deputy for Linden County Sheriff's Department,,,Unknown,,,,
McGinley (TV Series),https://walkingdead.fandom.com/wiki/McGinley_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/c/c6/Season_five_officer_mcginley.png/revision/latest/scale-to-width-down/268?cb=20250711232504,,,Unknown,Irish-American,Dead,,,,Late 20s to Early 30s,,Brown,,,,Brown,,Male,Pre-Apocalypse Police Officer,,,Kyle Clements,,,,
McHugh (TV Series),https://walkingdead.fandom.com/wiki/McHugh_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/f/f1/Season_eleven_mchugh.png/revision/latest/scale-to-width-down/268?cb=20220328045755,,,Unknown,Irish-American,Dead,,,,Late 20s to Early 30s,,Brown,,4,,,,Male,Post-Apocalypse Soldier for the Commonwealth Army,,,Lucas Hammond,,,,
Meghan Chambler (TV Series),https://walkingdead.fandom.com/wiki/Meghan_Chambler_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/9/94/Season_four_meghan_chambler.png/revision/latest/scale-to-width-down/268?cb=20140707163319,,,Lilly Chambler † - Mother Tara Chambler † - Maternal Aunt David Chambler † - Maternal Grandfather,Caucasian-American,Dead,,,,7,,Blonde,,3,,,,Female,Pre-Apocalypse Elementary School Student,,,Meyrick Murphy,,,,
Mei (TV Series),https://walkingdead.fandom.com/wiki/Mei_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/3/32/Season_eleven_mei.png/revision/latest/scale-to-width-down/268?cb=20221010023442,,,( Unnamed ) - Mother,Asian-American,Alive,,,,Early Teens,,Black,,3,,,,Female,Post-Apocalypse Student at the Commonwealth Education Hall,,,Chiara Misawa,,,,
Mel (TV Series),https://walkingdead.fandom.com/wiki/Mel_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/b/b8/Season_eight_mel.png/revision/latest?cb=20181118233236,,,Unknown,Caucasian-American,Unknown,,,,Mid 30s,,Brown,,2,,,,Female,Unknown,,,Courtney Patterson,,,,
Merle Dixon (TV Universe),https://walkingdead.fandom.com/wiki/Merle_Dixon_(TV_Universe),https://static.wikia.nocookie.net/walkingdead/images/8/87/Season_three_merle_dixon.png/revision/latest/scale-to-width-down/268?cb=20210226033029,,,Mrs. Dixon † - Mother Will Dixon † - Father Daryl Dixon - Brother William Dixon † - Grandfather Jess Collins † - Half-Uncle,Caucasian-American,Dead,,,,Mid Teens ( Daryl Series ) Late 40s to Early 50s ( The Walking Dead ),,Gray,,14 ( The Walking Dead ) 4 ( Daryl Dixon ),,Blue,The Black Sheep (by Hershel ),Male,Pre-Apocalypse Former U.S. Army Serviceman Drug Dealer Former Leader of the Savage Sons Motorcycle Club Post-Apocalypse Former Supply Runner for the Atlanta Camp Former Guard for Woodbury Former Lieutenant of the Woodbury Army,,,Michael Rooker,,,Felix Saldaña (Young),
Michael (TV Series),https://walkingdead.fandom.com/wiki/Michael_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/9/95/Extra7_%28JSS%29.png/revision/latest?cb=20151102215338,,,Unknown,Caucasian-American,Dead,,,,Late 20s to Early 30s,,Brown,,3,,,,Male,Unknown,,,Mikey Leo,,,,
Michael Coleman (TV Series),https://walkingdead.fandom.com/wiki/Michael_Coleman_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/c/c4/Michael_Coleman_Main_Pic.JPG/revision/latest/scale-to-width-down/268?cb=20150602203753,,,Betty Coleman † - Wife Michael Coleman Jr. † - Son Emily Coleman † - Daughter,Caucasian-American,Dead,,,,Mid 60s to Early 70s,,White Gray,,,,Brown,,Male,Unknown,,,Peter Kulas,,,,
Michael Mercer (TV Series),https://walkingdead.fandom.com/wiki/Michael_Mercer_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/0/0f/Season_eleven_michael_mercer.png/revision/latest/scale-to-width-down/268?cb=20221121230954,,,Stephanie Mercer - Mother Mr. Mercer † - Father Maxxine Porter - Sister Eugene Porter - Brother-in-Law Rosie Porter - Niece,African-American,Alive,,,,Mid to Late 30s,,Black (Graying),,15,Juanita Sanchez - Girlfriend,,Mike,Male,Pre-Apocalypse U.S. Marine Post-Apocalypse General of the Commonwealth Army Sebastian Milton 's Former Personal Security Deputy Governor of the Commonwealth,,,Michael James Shaw,,,,
Michael Turner (TV Series),https://walkingdead.fandom.com/wiki/Michael_Turner_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/8/82/Season_eleven_michael_turner.png/revision/latest/scale-to-width-down/268?cb=20210913012036,,,Unknown,Caucasian-American,Dead,,,,Mid to Late 30s,,Brown,,2,,,,Male,Pre-Apocalypse Soldier for the U.S. Military Mercenary,,,Unknown,,,,
